idno	univ	year	public_support_research	lecture_community_science	conference_ceremony_scientific	held_students_scientists	including_years_new	world_development_data	share_donation_team	international_staff_work	education_members_award	visit_education_technology	issues_generous_engineering	lectures_campus_theory	more_service_first	scholars_today_such	participants_services_applications	chinese_activities_field	event_various_systems	details_social_biomedical	invited_year_more	series_establishment_development	speakers_more_project	members_held_information	amp_projects_molecular	development_many_sciences	http_society_including	opening_university_physics	local_including_projects	today_family_years	exchange_alumni_world	first_chinese_analysis	please_guests_awarded	challenges_gratitude_computing	organized_professional_medicine	experts_new_scholars	forum_efforts_important	knowledge_outstanding_international	promote_amp_chemistry	social_promoting_software	economic_commitment_scientist	views_past_materials	global_appreciation_many	community_teaching_awards	session_contribution_laboratory	symposium_donations_technologies	campus_set_fields	different_serving_leading	keynote_student_spatial	experience_people_researchers	other_first_outstanding	research_recognition_computer
hu0250	HKU	2006	0.191961228847504	0.133556619286537	0	0.151516601443291	0	0.239154651761055	0	0.0290847346186638	0	0	0	0	0	0	0.0139729185029864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0438305325806141	0	0	0	0	0.0123528968542814	0.131241172552109	0	0	0	0	0	0.0387913733720779	0	0	0	0.0108550200238824	0	0	0
hu0251	HKU	2010	0.164095282554626	0.093784935772419	0	0	0	0.0395108945667744	0	0.298456311225891	0	0	0	0	0	0.0239484496414661	0.0688670128583908	0	0	0	0	0	0	0	0	0.0729064047336578	0	0	0	0	0.187802463769913	0	0	0	0	0	0	0	0	0.0195663124322891	0	0.0193993542343378	0	0	0	0	0	0	0	0	0	0
hu0252	HKU	2014	0.121052332222462	0.232189238071442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213824942708015	0.0273015759885311	0	0	0.0185420271009207	0	0	0	0	0	0	0	0	0	0.117776520550251	0	0	0.220928803086281	0	0.0275017581880093	0	0	0	0	0.0135831329971552	0	0	0	0	0
hu0253	HKU	2015	0.0437981151044369	0.0342115648090839	0	0.583117306232452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666592493653297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192650407552719	0	0	0.0628064423799515	0	0	0	0
hu0254	HKU	2013	0.0463289842009544	0.0199752412736416	0	0	0	0	0.225628107786179	0	0	0	0	0	0	0.118379011750221	0	0.0174098946154118	0.0569372773170471	0	0.013316891156137	0	0.0102022681385279	0	0.0257229451090097	0	0	0	0	0	0	0	0.187082082033157	0	0	0	0.152407556772232	0	0.0447540134191513	0	0	0	0	0	0.0143847977742553	0	0	0	0.0488247759640217	0	0	0
hu0255	HKU	2003	0.488336473703384	0.0342161692678928	0	0	0	0	0	0.181644752621651	0	0	0	0	0	0	0	0	0	0	0	0	0.125513330101967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0724792405962944	0	0	0	0	0	0	0	0	0	0.0764598846435547	0	0	0
hu0256	HKU	2007	0	0.07231854647398	0	0	0	0	0	0.439094752073288	0	0	0	0	0	0.0866497308015823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0888945162296295	0.11175424605608	0	0.0453368164598942	0	0	0	0	0	0.0914320051670074	0	0.0545687228441238	0
hu0258	HKU	2011	0.130913287401199	0	0	0	0.0358508415520191	0	0	0.0785428658127785	0	0	0	0	0	0.38442125916481	0	0	0	0	0	0	0	0	0	0.0881990417838097	0	0	0	0	0	0	0	0	0	0	0	0	0.166168108582497	0.0660978704690933	0	0	0	0	0.0471241846680641	0	0	0	0	0	0	0
hu0259	HKU	2005	0.384487748146057	0	0	0	0	0	0	0	0	0	0	0	0	0.138527855277061	0.148823216557503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289692580699921	0	0	0	0.0254769381135702	0	0	0
hu0260	HKU	2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.530354738235474	0	0	0	0	0	0	0	0	0	0.463199287652969
hu0261	HKU	2011	0	0	0.0557941719889641	0	0	0	0	0	0	0	0	0	0	0	0	0.171949133276939	0.245519325137138	0	0	0	0	0	0	0	0.0401979759335518	0	0	0	0	0	0	0.127997323870659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355844408273697
hu0262	HKU	2015	0.0694328546524048	0	0.0309754237532616	0.0264889914542437	0	0	0	0	0	0	0	0	0.0245725866407156	0	0	0	0.279911488294601	0	0	0	0.098517894744873	0	0	0	0.0449753515422344	0	0	0	0	0	0	0.117090567946434	0	0	0.040015134960413	0	0.209168255329132	0	0	0.0490761324763298	0	0	0	0	0	0	0	0	0	0
hu0263	HKU	2010	0.0461885966360569	0.064506396651268	0	0	0	0	0	0	0	0	0	0	0	0.0325947888195515	0	0	0	0	0	0	0	0	0	0.199394598603249	0	0	0	0	0	0	0	0	0	0	0	0	0.0303432252258062	0.575338900089264	0	0	0	0	0.0494810007512569	0	0	0	0	0	0	0
hu0264	HKU	2014	0.130075737833977	0	0	0	0	0	0	0.121765777468681	0	0	0.165308654308319	0	0	0	0.120085291564465	0	0	0.014797848649323	0.196734711527824	0	0	0	0	0	0	0	0	0.0546923652291298	0	0	0.092485211789608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0345138609409332	0	0.0229977630078793	0.0358467176556587
hu0265	HKU	2005	0	0.341518849134445	0	0	0	0	0	0	0	0	0	0	0.0728833228349686	0	0	0	0	0.0326101928949356	0	0	0.0647420883178711	0	0	0	0	0	0.0292153693735599	0	0	0	0	0	0	0	0	0	0	0.306902915239334	0	0	0	0	0.10685770958662	0.0359945446252823	0	0	0	0	0	0
hu0266	HKU	2015	0.284725278615952	0	0	0	0	0	0	0	0	0.0501923002302647	0.0315122678875923	0	0	0.0803874582052231	0.140718355774879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308062523603439	0	0	0	0	0.0948588624596596	0	0	0	0	0	0	0
hu0267	HKU	2015	0	0	0	0	0	0	0	0.0317574851214886	0	0	0	0	0	0	0	0	0.0947194844484329	0	0	0	0	0	0	0	0.197629779577255	0	0	0.362651169300079	0	0	0	0	0	0	0	0.0200568959116936	0	0	0	0	0	0.271277636289597	0.0147022129967809	0	0	0	0	0	0	0
hu0268	HKU	2004	0.128816917538643	0	0.125247046351433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0369726419448852	0	0	0	0.0464232787489891	0	0	0	0	0	0	0.222588643431664	0	0	0.417431861162186	0	0	0	0	0	0	0
hu0269	HKU	2004	0.178409844636917	0	0	0	0	0	0	0	0	0	0	0	0	0.657857000827789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147406384348869	0	0	0	0	0	0	0
hu0270	HKU	2013	0.253691613674164	0	0	0	0	0	0	0.0562604889273644	0	0	0	0	0	0	0	0	0	0	0	0	0.118715226650238	0.0421732291579247	0	0	0	0	0	0	0	0	0.0431683361530304	0	0	0	0.122024402022362	0	0.179140284657478	0.0492204762995243	0	0.0610396787524223	0	0	0.0454733222723007	0	0	0	0	0	0	0.0191105138510466
hu0271	HKU	2013	0	0.322986900806427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0200019329786301	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256804496049881	0	0	0	0.082975409924984	0	0.0835621356964111	0.149295449256897	0	0	0	0	0.0513007901608944	0	0	0	0	0	0.0252668503671885	0
hu0272	HKU	2011	0.116195738315582	0.0721277520060539	0	0	0	0	0	0	0	0	0	0	0.269984692335129	0	0	0	0	0.0222154185175896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332039505243301	0	0	0	0	0	0.164972484111786	0
hu0273	HKU	2011	0.290807962417602	0	0.0311241056770086	0	0	0	0	0.107527822256088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270405143499374	0	0	0	0	0	0	0	0	0	0	0.0197362825274467	0	0	0.0717639103531837	0	0	0	0	0.167656928300858	0	0	0	0	0	0.032982524484396	0
hu0274	HKU	2014	0.0401022732257843	0	0.0427599512040615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152197629213333	0	0	0.0402632392942905	0	0	0.527528941631317	0	0	0	0.0162852872163057	0.173098549246788	0	0	0	0	0	0	0
hu0276	HKU	2008	0	0	0.0392269305884838	0	0	0	0	0.0769685879349709	0	0	0	0	0.570939481258392	0.0640951618552208	0	0	0	0	0	0	0.0508700646460056	0	0	0.0288024693727493	0	0	0	0.0192861538380384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0800471380352974	0	0	0	0	0.0548799708485603	0	0
hu0277	HKU	2012	0.144236460328102	0	0.0927801057696342	0	0	0	0	0	0	0	0	0	0	0.349580436944962	0	0	0	0	0	0	0	0.190117880702019	0	0	0	0.0680733174085617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14855007827282	0	0	0	0	0	0	0
hu0278	HKU	2009	0.708547115325928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0855691730976105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184663578867912	0	0	0	0	0	0	0
hu0279	HKU	2004	0.125756278634071	0	0	0	0	0.04721924290061	0	0	0	0	0	0	0.472837030887604	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0717943906784058	0	0	0	0	0	0	0	0	0	0	0.0705815032124519	0.0698930844664574	0	0	0	0.129498332738876	0	0	0	0	0	0	0
hu0280	HKU	2016	0	0	0	0	0	0	0	0	0	0	0	0	0.316660195589066	0	0.58795702457428	0	0	0	0	0.039732500910759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0473371148109436	0	0	0	0	0	0	0
hu0281	HKU	2007	0	0	0	0	0	0	0	0.405000746250153	0	0	0	0	0	0.36247444152832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0508706159889698	0	0	0	0	0	0	0	0	0	0	0	0.0996173471212387	0	0	0	0.0768135115504265	0	0	0
hu0282	HKU	2004	0.243174955248833	0	0	0	0	0	0	0	0	0	0	0	0.060246504843235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489875435829163	0	0	0	0	0	0	0	0	0.0164018478244543	0	0	0	0	0.174582242965698	0	0	0	0	0	0	0
hu0283	HKU	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.434670507907867	0	0	0	0	0	0	0	0	0	0.560652911663055
hu0284	HKU	2013	0.277409732341766	0	0.0192782338708639	0	0	0.0694209337234497	0	0	0	0	0	0	0	0	0.0221192073076963	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0490445792675018	0	0	0	0	0.131718546152115	0	0	0.0334267839789391	0.111484929919243	0	0	0	0	0.281931161880493	0	0	0	0	0	0	0
hu0286	HKU	2012	0.23981685936451	0	0	0	0	0	0	0.501515984535217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0312496796250343	0	0	0	0	0	0	0	0	0	0	0.0477969087660313	0	0	0	0	0	0.150581300258636	0.0209490563720465	0	0	0	0	0	0
hu0287	HKU	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104699119925499	0	0	0.561395227909088	0.0374587811529636	0	0	0	0	0	0	0.071320578455925	0	0.0617963187396526	0	0	0	0	0.0395995266735554	0.0375856757164001	0	0.0312059167772531	0	0	0	0	0	0	0	0	0	0	0	0.0191906336694956	0.0328860282897949	0	0
hu0288	HKU	2013	0.42415651679039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161506608128548	0	0	0.0520993210375309	0	0	0.185722649097443	0	0	0	0	0	0.121434517204762	0	0	0	0.0458422973752022	0	0	0
hu0289	HKU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997333228588104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hu0290	HKU	2014	0	0.142272964119911	0	0.118955932557583	0	0	0	0.289103895425797	0	0	0	0	0	0	0	0	0	0	0.0397249087691307	0	0	0	0	0	0	0	0.0451489835977554	0	0	0	0	0	0	0.0578711368143559	0	0	0	0	0	0.0160415899008513	0	0	0.0226874183863401	0	0	0	0	0.189196243882179	0.0682383924722672	0
hu0291	HKU	2011	0	0.0253599938005209	0.0650784000754356	0	0	0	0	0.0799462497234345	0	0	0	0.0261614136397839	0	0.0924140438437462	0	0	0	0	0	0	0	0	0	0.0740437805652618	0	0	0	0	0	0	0	0	0	0	0	0	0.0725864991545677	0.32606691122055	0.041719101369381	0.0208043064922094	0	0	0.170506551861763	0	0	0	0	0	0	0
hu0292	HKU	2004	0.0576296932995319	0	0.160468935966492	0.142480954527855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042196050286293	0.0403349958360195	0	0	0	0	0	0	0	0	0	0	0	0	0.3741614818573	0	0	0	0	0.0744742974638939	0	0	0	0	0	0	0.102363340556622
hu0293	HKU	2010	0.212546810507774	0.106139488518238	0	0	0	0	0	0.421144932508469	0	0	0	0	0	0	0.0461871735751629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0637965500354767	0	0	0	0	0	0.119046255946159	0	0	0	0	0	0.0171532016247511	0
hu0294	HKU	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552914261817932	0	0	0	0	0.384478121995926	0	0	0	0.0326185971498489	0	0	0
hu0295	HKU	2008	0	0.263779819011688	0	0.116223141551018	0	0	0	0.190783768892288	0	0	0	0	0	0.109297148883343	0	0	0	0	0	0	0	0	0	0.0710396468639374	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224019601941109	0.0200584381818771	0	0	0	0	0	0	0	0	0	0	0
hu0296	HKU	2005	0.501106262207031	0	0	0.255658715963364	0	0	0	0.162293657660484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153363225981593	0	0	0	0	0	0	0	0	0.0569339096546173	0	0	0	0	0	0	0
hu0297	HKU	2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818415522575378	0	0	0	0	0	0	0	0	0	0.14378322660923	0	0.016854502260685	0	0	0	0	0
hu0299	HKU	2008	0.132137432694435	0.200338587164879	0	0.0597349517047405	0	0.0110660698264837	0	0.154142305254936	0	0	0	0	0	0	0.0328674241900444	0.0164656359702349	0	0	0	0	0	0	0	0.0561043582856655	0	0	0	0	0	0	0	0	0	0	0	0	0.160147875547409	0	0	0	0	0	0.124057367444038	0	0	0	0	0	0.038186352699995	0
hu0300	HKU	2006	0.136435657739639	0	0.100391887128353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272266924381256	0	0	0	0	0	0	0	0	0	0	0.0257390402257442	0	0.395685076713562	0	0	0	0	0	0.0510453097522259	0	0	0	0	0	0	0
hu0301	HKU	2007	0	0	0	0	0.227654412388802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0370491184294224	0	0	0	0	0	0.121210746467114	0.417385339736939	0	0.0992598831653595	0	0	0.0877411141991615	0	0	0	0	0	0	0
hu0302	HKU	2015	0	0.0892864018678665	0	0	0	0	0	0.0243288688361645	0.0116168381646276	0	0	0	0	0.0155662717297673	0.0631844997406006	0	0	0	0	0	0	0	0	0.0689037665724754	0	0	0	0	0	0	0.0382959693670273	0	0	0	0	0	0.0168574564158916	0.603697597980499	0	0	0	0	0.0565190315246582	0	0	0	0	0	0	0
hu0303	HKU	2016	0	0.0352331884205341	0	0	0	0	0.024549700319767	0.447373509407043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225195109844208	0	0	0.238997220993042	0	0	0	0.012884221971035	0	0	0	0	0	0	0	0.013288926333189	0	0	0	0	0	0	0
hu0304	HKU	2016	0	0	0.033388864248991	0	0	0	0	0	0	0	0	0	0	0	0.0487086772918701	0	0	0	0	0	0	0.0582399256527424	0	0.0866594612598419	0	0.0371159836649895	0	0.15289980173111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047751247882843	0	0	0	0	0.0640013217926025	0	0.466896295547485
hu0305	HKU	2010	0.0546717159450054	0.195076256990433	0	0.100513644516468	0	0	0	0.26909863948822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101281255483627	0	0	0.0450364947319031	0	0	0	0	0	0.133222460746765	0	0	0	0	0	0.0941056311130524	0
hu0306	HKU	2013	0	0.150371566414833	0	0	0	0	0	0	0	0	0.517824053764343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323450922966003	0	0	0	0	0	0	0
hu0307	HKU	2003	0.329457610845566	0	0	0.145391330122948	0	0	0	0	0	0	0	0	0.0681236907839775	0	0	0	0	0	0	0	0	0	0.0367448329925537	0.159982532262802	0	0	0	0	0.0570691376924515	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180958420038223	0	0	0	0	0	0	0
hu0310	HKU	2008	0.14976079761982	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22206774353981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18512187898159	0	0	0	0	0	0.0755100175738335	0.265875905752182	0	0	0.046006441116333	0	0	0.0427596941590309	0
hu0311	HKU	2005	0	0	0	0	0	0	0	0.0913247987627983	0	0	0	0	0	0.205196380615234	0.0633173361420631	0	0	0	0	0	0	0	0.0580104254186153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548422694206238	0	0	0	0	0	0	0
hu0313	HKU	2004	0.213034600019455	0	0.165383279323578	0.0750392004847527	0	0	0	0	0	0	0	0	0	0.0504348650574684	0	0	0	0	0	0	0	0	0	0.0912037715315819	0	0.0104639045894146	0	0	0	0	0	0	0	0	0	0	0.323988199234009	0	0	0	0	0	0.0285792984068394	0	0	0	0.0297024622559547	0	0	0
hu0314	HKU	2003	0	0	0	0	0	0	0	0.121081903576851	0	0	0	0	0	0.0831717923283577	0	0	0	0	0.029277328401804	0	0.11743388324976	0	0	0.126704722642899	0	0	0	0	0	0	0.0564544089138508	0	0	0	0	0	0.183569177985191	0	0	0.143391624093056	0	0	0	0	0	0	0.126936912536621	0	0	0
hu0315	HKU	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996031522750854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hu0316	HKU	2011	0	0	0	0	0	0	0	0.238569051027298	0	0	0	0	0	0.52668684720993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220997378230095	0	0	0	0	0	0	0
hu0317	HKU	2015	0	0	0	0	0	0	0	0.0173946414142847	0	0	0	0	0	0.104199312627316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822612822055817	0	0	0	0	0	0	0	0	0	0	0	0.0239418931305408	0	0	0.0286189094185829	0	0	0	0
hu0318	HKU	2015	0	0	0.277065098285675	0.0478511601686478	0	0	0	0.307354718446732	0	0	0	0	0	0.14172288775444	0	0	0	0	0	0	0	0	0.0360064655542374	0	0	0	0	0	0	0	0	0	0	0	0.0455092899501324	0	0.0534340664744377	0	0	0	0	0.0371985174715519	0.0353924371302128	0	0	0	0.0162145085632801	0	0	0
hu0319	HKU	2013	0	0.168901577591896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789717018604279	0	0	0	0	0	0	0
hu0320	HKU	2013	0	0	0.0152327250689268	0.127736136317253	0	0.0529813282191753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0811048299074173	0	0.0129655003547668	0	0	0.156333535909653	0	0.147216558456421	0	0	0	0	0.0730635300278664	0.0179403778165579	0	0	0	0	0	0	0	0.0261990409344435	0.122285187244415	0	0	0	0	0.156867608428001	0	0
hu0321	HKU	2014	0.360609531402588	0	0.166078507900238	0	0	0	0	0	0	0	0	0	0	0	0.0791942551732063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279447644948959	0	0	0	0	0.073754720389843	0	0	0	0	0	0	0.0338111445307732
hu0322	HKU	2007	0.12686151266098	0	0.0332219079136848	0	0	0	0	0	0	0	0	0	0	0.199939891695976	0	0	0	0	0	0	0.0114935496822	0	0	0	0.453450590372086	0.0828852951526642	0	0	0	0	0	0.0364458970725536	0	0	0	0	0	0	0	0	0	0	0.0368070565164089	0	0	0.0134177161380649	0	0	0	0
hu0323	HKU	2015	0.0585990250110626	0.25840175151825	0.313701063394546	0	0	0	0	0	0	0	0	0	0	0.0453948862850666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0619048811495304	0	0	0	0	0.154686078429222	0	0	0.0242003761231899	0	0	0.0789619833230972	0	0	0	0	0	0	0
hu0324	HKU	2012	0.474533498287201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197924301028252	0	0.0313431397080421	0	0	0.273067504167557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164622351527214	0	0	0	0	0	0.0267283879220486	0
hu0325	HKU	2005	0.139899417757988	0	0.618826329708099	0	0	0	0	0	0	0	0	0	0	0	0.0236591976135969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107305601239204	0	0	0	0.0488471649587154	0	0.0505327209830284	0	0	0	0	0	0	0
hu0326	HKU	2004	0.18730653822422	0	0	0	0	0	0	0	0	0	0	0	0	0.23895850777626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253744572401047	0	0	0	0	0	0.25896030664444	0	0.031939547508955	0	0	0	0	0
hu0327	HKU	2003	0.184786796569824	0.0636611506342888	0	0	0	0	0	0.101181752979755	0	0	0	0	0	0	0	0	0.0651283040642738	0	0	0	0	0	0	0	0	0	0	0	0.0887629166245461	0	0	0	0.0928688943386078	0	0	0	0.128619134426117	0	0	0.223437741398811	0	0	0	0	0	0	0	0	0	0.0447740852832794
hu0328	HKU	2003	0	0	0.193645864725113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39428049325943	0	0	0	0	0	0	0	0.265518248081207	0	0	0	0	0	0.130250170826912	0	0	0	0	0	0	0
hu0329	HKU	2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223337948322296	0.615000724792481	0	0	0	0	0	0.0666783154010773	0.0444579534232616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0400497280061245	0	0	0	0	0	0	0
hu0330	HKU	2009	0.26023343205452	0.134650781750679	0	0	0	0	0	0.177940502762795	0	0	0.0219811331480741	0	0	0	0	0	0	0	0	0	0	0	0	0.0867646858096123	0	0	0	0	0	0	0	0	0	0	0	0.0318514853715897	0.205155581235886	0	0	0	0	0	0.075953982770443	0	0	0	0	0	0	0
hu0331	HKU	2014	0	0	0	0	0	0	0.010415337048471	0	0	0	0	0	0	0	0	0	0	0.0465300865471363	0	0	0	0	0	0.180427253246307	0	0.0267501510679722	0	0	0	0	0	0	0	0	0.0701340511441231	0	0	0.462975919246674	0	0	0	0	0.192525267601013	0	0	0	0	0	0	0
hu0332	HKU	2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227952916175127	0	0	0	0	0	0.192315861582756	0.104877300560474	0.1355971544981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109676338732243	0	0	0	0	0.425805479288101	0	0
hu0333	HKU	2015	0	0	0	0.116009540855885	0	0	0	0	0	0	0	0	0.630162179470062	0	0	0	0	0	0	0	0	0	0	0.115222074091434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0999689623713493	0	0	0	0	0	0.0269194971770048	0
hu0334	HKU	2016	0	0	0.0624778792262077	0	0	0	0	0.151501774787903	0	0	0	0	0.30182757973671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0984615683555603	0.014627524651587	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0817256420850754	0	0	0	0.181280225515366	0.102632634341717	0	0
hu0335	HKU	2013	0.415258318185806	0	0	0.299757122993469	0	0	0	0	0	0	0	0	0	0	0.0602395161986351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1069605499506	0	0	0	0	0	0.113810405135155	0	0	0	0	0	0	0
hu0336	HKU	2015	0	0.0378638878464699	0.0746527910232544	0	0	0	0	0	0	0.01047058776021	0	0	0	0	0	0	0	0	0	0	0	0.0822893604636192	0	0	0	0.117889493703842	0	0	0	0	0	0	0	0	0	0.0688921064138413	0	0	0	0	0	0	0.045675054192543	0	0	0	0	0.372946500778198	0	0.185713917016983
hu0337	HKU	2011	0	0	0.239905551075935	0	0	0	0	0	0	0	0	0	0	0.0859825015068054	0	0	0	0	0.0315726920962334	0	0.285491675138474	0	0	0	0	0	0	0	0	0	0.0447617918252945	0	0	0	0	0	0.164214119315147	0.0310095176100731	0.0124995000660419	0	0	0	0.085687555372715	0	0	0.0141345737501979	0	0	0	0
hu0338	HKU	2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223840892314911	0	0	0.703231394290924	0.0138775510713458	0	0	0	0	0	0	0	0	0.0288586169481277	0	0	0	0	0.0136253759264946	0	0	0	0	0	0	0	0	0	0
hu0339	HKU	2003	0	0	0	0	0	0	0.303804278373718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0497656278312206	0	0	0	0.484205514192581	0	0	0	0	0	0	0	0	0	0.157370671629906
hu0340	HKU	2014	0.0818666070699692	0	0	0	0	0	0	0.0395901277661324	0	0	0	0	0	0	0.275379061698914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0931329727172852	0	0	0	0.217618003487587	0	0	0	0.23201410472393	0.0531993135809898	0	0	0	0	0	0	0
hu0341	HKU	2016	0	0.0273773297667503	0	0	0	0	0.0587588287889957	0	0	0	0	0	0	0	0.0245817881077528	0	0	0	0	0	0.0349504314363003	0.149035662412643	0	0	0.459701657295227	0.0934002995491028	0	0.115345135331154	0	0	0	0	0	0	0	0	0	0	0	0.0245057381689548	0	0	0	0	0	0	0	0	0	0
hu0342	HKU	2005	0	0	0	0	0	0	0	0.24611559510231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379732757806778	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355648308992386	0	0	0	0	0	0	0
hu0343	HKU	2005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917892336845398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516056939959526	0	0	0	0	0	0	0
