;EISSN;title;publisher-country;APC;APC-amount;CCBY;domain;APC-EUR
17751;2685-130X;Cendekia: Jurnal Pengabdian Masyarakat;Indonesia;False;;False;Science;0.0
17748;2656-9825;Indonesian Journal of Medical Laboratory Science and Technology;Indonesia;False;;False;Medicine;0.0
13645;2414-5602;Eurasian Journal of Science and Engineering;Iraq;False;;False;Science;0.0
13647;2522-4417;Environmental Problems;Ukraine;False;;True;SocialSciences;0.0
17747;2684-4907;B-ENT;Turkey;False;;True;Medicine;0.0
13650;2414-6641;Current Issues in Sport Science;Switzerland;False;;False;Medicine;0.0
13651;2414-8938;Academo;Paraguay;False;;True;SocialSciences;0.0
13652;2616-8766;Науковий вісник Чернівецького національного університету імені Юрія Федьковича. Історія;Ukraine;False;;False;Humanities;0.0
17746;2684-0553;Siglo Dieciocho;Argentina;False;;True;SocialSciences;0.0
17744;2683-7951;Marine and Fishery Sciences;Argentina;False;;False;Science;0.0
17739;2683-328X;Transdigital;Mexico;False;;True;SocialSciences;0.0
13653;2414-9209;InterCarto. InterGIS;Russia;False;;True;SocialSciences;0.0
17743;2683-720X;1991. Revista de Estudios Internacionales;Argentina;False;;False;SocialSciences;0.0
17742;2683-5959;Kritika;Serbia;False;;False;Humanities;0.0
17741;2683-572X;Western Balkan Journal of Agricultural Economics and Rural Development;Serbia;False;;False;Technology;0.0
13655;2414-9292;Profesìonalìzm Pedagoga: Teoretičnì j Metodičnì Aspekti;Ukraine;False;;False;Education;0.0
13656;2414-987X;Visnyk of the National Bank of Ukraine;Ukraine;False;;False;SocialSciences;0.0
13657;2414-9942;Kyiv-Mohyla Law and Politics Journal;Ukraine;False;;True;SocialSciences;0.0
13658;2522-2465;Empirical Economic Review;Pakistan;False;;True;SocialSciences;0.0
13659;2518-2994;Advances in Technology Innovation;Taiwan;False;;False;Technology;0.0
17731;2594-0082;Estudios en Derecho a la Información;Mexico;False;;False;SocialSciences;0.0
13684;2421-2113;Community Psychology in Global Perspective;Italy;False;;False;Humanities;0.0
13685;2421-2156;The Italian Law Journal;Italy;False;;True;SocialSciences;0.0
13721;2423-4311;Environmental Health Engineering and Management;Iran;False;;True;SocialSciences;0.0
13712;2422-619X;Psocial;Argentina;False;;False;SocialSciences;0.0
13713;2422-6459;Revista Entramados;Argentina;False;;False;SocialSciences;0.0
13714;2422-670X;Vivienda y Ciudad;Argentina;False;;False;Humanities;0.0
13715;2422-779X;Magallanica: Revista de Historia Moderna;Argentina;False;;False;Humanities;0.0
13716;2422-7803;Estudios Sociales del Estado;Argentina;False;;False;Humanities;0.0
13717;2422-6920;Cartografías del Sur;Argentina;False;;False;General;0.0
13718;2408-3755;Recoletos Multidisciplinary Research Journal;Philippines;False;;False;SocialSciences;0.0
13719;2423-3420;Current Medical Mycology;Iran;False;;True;Science;0.0
13720;2423-3579;Advanced Herbal Medicine;Iran;False;;True;Science;0.0
13722;2423-5563;پژوهشنامه علم سنجی;Iran;False;;True;Science;0.0
13710;2422-5932;Revista Chuy;Argentina;False;;False;Humanities;0.0
13723;2423-3498;مجله انفورماتیک سلامت و زیست پزشکی;Iran;False;;True;Medicine;0.0
13724;2423-4079;Journal of Particle Science and Technology;Iran;False;;True;Science;0.0
13725;2423-4141;Report of Health Care;Iran;False;;True;Medicine;0.0
17730;2683-1465;Ciencias Administrativas Teoría y Praxis;Mexico;False;;False;SocialSciences;0.0
13726;2423-4206;Journal of Advances in Computer Engineering and Technology;Iran;False;;True;Science;0.0
13727;2588-2589;Journal of Genetic Resources;Iran;False;;True;Science;0.0
13728;2423-4478;International Biological and Biomedical Journal;Iran;False;;True;Science;0.0
13729;2423-4494;Pharmaceutical and Biomedical Research;Iran;False;;False;Medicine;0.0
13730;2423-4583;Avicenna Journal of Environmental Health Engineering;Iran;False;;False;Medicine;0.0
13711;2422-5975;Educación, Formación e Investigación;Argentina;False;;False;Education;0.0
13709;2422-572X;Revista de Psicología;Argentina;False;;True;Humanities;0.0
13686;2421-2172;European Journal of Islamic Finance;Italy;False;;True;SocialSciences;0.0
13697;2421-5503;Interfaces: A Journal of Medieval European Literatures;Italy;False;;False;Humanities;0.0
13687;2421-2679;Arti dello Spettacolo / Performing Arts;Italy;False;;True;Humanities;0.0
13688;2421-2695;Labour & Law Issues;Italy;False;;True;SocialSciences;0.0
13689;2421-3012;Quaderni Eretici;Italy;False;;True;Humanities;0.0
13690;2421-3098;La Deleuziana;Italy;False;;True;Humanities;0.0
13691;2421-4124;Montesquieu.it;Italy;False;;False;SocialSciences;0.0
13692;2421-4191;Studi Giraldiani;Italy;False;;False;Humanities;0.0
13693;2421-292X;Archivio d’Annunzio;Italy;False;;True;Humanities;0.0
13694;2533-0659;Sicurezza Terrorismo e Società;Italy;False;;False;SocialSciences;0.0
13695;2421-454X;Series. International journal of tv serial narratives;Italy;False;;True;Humanities;0.0
13698;2421-5635;Rivista di studi e ricerche sulla criminalità organizzata;Italy;False;;False;SocialSciences;0.0
16694;2625-3410;Clinical Psychology in Europe;Germany;False;;True;Humanities;0.0
13699;2421-5821;Medea;Italy;False;;True;Humanities;0.0
13700;2421-7220;Quaderni di Linguistica e Studi Orientali;Italy;False;;False;Humanities;0.0
13701;2421-9037;Alternatives Rurales;Morocco;False;;False;Agriculture;0.0
13702;2256-2087;Colombian Journal of Anesthesiology;Colombia;False;;False;Medicine;0.0
13703;2422-0477;Colección Académica de Ciencias Sociales;Colombia;False;;False;SocialSciences;0.0
13704;2422-2704;Revista Tiempo & Economía;Colombia;False;;False;SocialSciences;0.0
13705;2422-2178;Tempus;Colombia;False;;False;Humanities;0.0
13706;2590-6453;La Tadeo DeArte;Colombia;False;;False;Humanities;0.0
13707;2422-4456;Revista Colombiana de Investigaciones Agroindustriales;Colombia;False;;False;Technology;0.0
13857;2444-8478;IUS ET SCIENTIA;Spain;False;;False;SocialSciences;0.0
17716;2680-4905;IVES Technical Reviews;France;False;;True;Agriculture;0.0
13859;2444-8729;Education in the Knowledge Society;Spain;False;;False;Education;0.0
13950;2448-198X;Revista Latino-Americana de Turismología;Brazil;False;;False;SocialSciences;0.0
13979;2448-6949;El Ornitorrinco Tachado;Mexico;False;;False;Humanities;0.0
13980;2594-2832;Huellas de la Migración;Mexico;False;;False;SocialSciences;0.0
13981;2448-7325;Sobre México;Mexico;False;;False;SocialSciences;0.0
17696;2676-5748;مراقبت پرستاری و مامایی ابن سینا;Iran;False;;False;Medicine;0.0
13982;2448-7767;Revista Salud y Bienestar Social;Mexico;False;;False;Medicine;0.0
13983;2448-8119;Revista Digital Internacional de Psicología y Ciencia Social;Mexico;False;;False;SocialSciences;0.0
13984;2448-8232;Medievalia;Mexico;False;;False;Humanities;0.0
13985;2448-7759;Chihuahua Hoy;Mexico;False;;False;Humanities;0.0
13986;2448-8704;Interconectando Saberes;Mexico;False;;False;SocialSciences;0.0
13987;2449-6162;Arterial Hypertension;Poland;False;;False;Medicine;0.0
13988;2449-6634;Journal of Marketing and Consumer Behaviour in Emerging Markets;Poland;False;;False;SocialSciences;0.0
13991;2449-8297;Zeszyty Cyrylo-Metodiańskie;Poland;False;;True;Humanities;0.0
13992;2449-8343;Herba Polonica;Poland;False;;False;Agriculture;0.0
17695;2676-5632;پژوهشنامه حلال;Iran;False;;False;Humanities;0.0
13993;2449-8955;European Journal of Biological Research;Poland;False;;False;Science;0.0
13994;2449-9471;Administration;Poland;False;;False;SocialSciences;0.0
13995;2450-2758;Forum Lingwistyczne;Poland;False;;False;Humanities;0.0
17693;2676-5438;علوم رایانش و فناوری اطلاعات;Iran;False;;False;Science;0.0
13996;2450-0402;Dyskursy o Kulturze;Poland;False;;False;SocialSciences;0.0
13997;2450-3118;Quality in Sport;Poland;False;;False;Medicine;0.0
13999;2450-4491;Nauki o Wychowaniu;Poland;False;;False;Education;0.0
13978;2448-6922;Estudios de Historia Novohispana;Mexico;False;;False;Humanities;0.0
13977;2448-6809;Revista Turpade;Mexico;False;;False;SocialSciences;0.0
13976;2448-6795;Revista Mexicana de Economía y Finanzas Nueva Época REMEF;Mexico;False;;False;SocialSciences;0.0
13962;2448-3524;Applied Tourism;Brazil;False;;False;SocialSciences;0.0
13952;2448-2331;Clio Arqueológica;Brazil;False;;True;Humanities;0.0
13953;2448-2390;Perspectivas;Brazil;False;;True;Humanities;0.0
13955;2448-2609;Heródoto;Brazil;False;;True;Humanities;0.0
13956;2448-2803;Argumentos Pró-Educação;Brazil;False;;False;Education;0.0
13957;2448-296X;Revista Projetar;Brazil;False;;False;SocialSciences;0.0
13958;2448-3052;Revista de Gestão e Negócios do Esporte;Brazil;False;;False;SocialSciences;0.0
13959;2448-3060;Self;Brazil;False;;True;Humanities;0.0
13960;2448-3192;Revista Eletrônica de Educação do Norte de Mato Grosso;Brazil;False;;False;Education;0.0
13961;2448-3338;Arte & Ensaios;Brazil;False;;True;Humanities;0.0
13963;2448-3583;Educação & Formação;Brazil;False;;True;Education;0.0
13974;2448-8224;Anuario de Letras: Lingüística y Filología;Mexico;False;;False;Humanities;0.0
13964;2448-3923;Brazilian Journal of African Studies;Brazil;False;;True;Humanities;0.0
13965;2448-3931;Conpedi Law Review;Brazil;False;;True;SocialSciences;0.0
13966;2448-4482;Revista Letra Capital;Brazil;False;;True;Humanities;0.0
13967;2448-4849;Región y Sociedad;Mexico;False;;False;SocialSciences;0.0
13968;2448-4954;Balajú;Mexico;False;;False;SocialSciences;0.0
13969;2448-5403;Denarius;Mexico;False;;False;SocialSciences;0.0
13970;2448-556X;Revista Electrónica de Investigación e Innovación Educativa;Mexico;False;;True;Education;0.0
13971;2448-6396;Revista Internacional de Investigación en Adicciones;Mexico;False;;False;SocialSciences;0.0
13972;2448-6019;Connotas. Revista de Crítica y Teoría Literarias;Mexico;False;;False;Humanities;0.0
17691;2676-525X;مطالعات بنیادین تمدن نوین اسلامی;Iran;False;;True;Humanities;0.0
14001;2450-5102;Hungarian Journal of Industry and Chemistry;Hungary;False;;True;Science;0.0
14002;2450-5366;Studia Paedagogica Ignatiana;Poland;False;;False;Humanities;0.0
17681;2676-0029;Trends in Computational and Applied Mathematics;Brazil;False;;True;Science;0.0
14031;2451-7836;REVCOM;Argentina;False;;False;Humanities;0.0
17689;2717-1159;تأملات اخلاقی;Iran;False;;True;Humanities;0.0
14034;2468-2306;Creative Arts in Education and Therapy;Netherlands;False;;False;Humanities;0.0
14035;2451-8875;Arabian Epigraphic Notes;Netherlands;False;;False;Humanities;0.0
14036;2451-912X;Solid Earth Sciences;Netherlands;False;;False;Science;0.0
14037;2451-9243;International Journal of Personality Psychology;Netherlands;False;;False;Humanities;0.0
17687;2676-3494;Journal of Food and Bioprocess Engineering;Iran;False;;True;Technology;0.0
17686;2676-3400;پردازش سیگنال پیشرفته;Iran;False;;False;Technology;0.0
17682;2710-8856;مجلة بحوث الإدارة والاقتصاد;Algeria;False;;False;SocialSciences;0.0
17680;2675-9721;Reunina;Brazil;False;;False;Education;0.0
14029;2451-6821;Cuadernos Medievales;Argentina;False;;False;Humanities;0.0
14046;2452-1779;Modern Electronic Materials;Russia;False;;True;Technology;0.0
17679;2675-9640;Revista de Doutrina Jurídica;Brazil;False;;True;SocialSciences;0.0
14048;2452-2325;Journal of Current Ophthalmology;India;False;;False;Medicine;0.0
14049;2452-2473;Turkish Journal of Emergency Medicine;India;False;;False;Medicine;0.0
14050;2452-3011;Health Professions Education;Saudi Arabia;False;;True;Education;0.0
14052;2452-3038;Nuclear Energy and Technology;Russia;False;;True;Technology;0.0
14053;2452-3151;Kasetsart Journal of Social Sciences;Netherlands;False;;False;SocialSciences;0.0
14054;2452-3364;Journal of Oncological Sciences;Turkey;False;;False;Medicine;0.0
14055;2452-3666;Research Data Journal for the Humanities and Social Sciences;Netherlands;False;;True;SocialSciences;0.0
14030;2451-6961;Pasado Abierto;Argentina;False;;False;SocialSciences;0.0
14028;2718-7500;Cuadernos de Extensión Universitaria de la UNLPam;Argentina;False;;False;SocialSciences;0.0
14003;2451-2125;Theory and Practice of Second Language Acquisition;Poland;False;;False;Education;0.0
14015;2353-317X;Colloquia Germanica Stetinensia;Poland;False;;False;Humanities;0.0
14004;2450-5471;Journal of Mechanical Engineering;Poland;False;;False;Technology;0.0
14005;2450-551X;Safety & Defense;Poland;False;;True;Technology;0.0
14008;2450-6605;Pedagogy and Psychology of Sport;Poland;False;;False;Humanities;0.0
14009;2719-6763;Defence Science Review;Poland;False;;False;Science;0.0
14010;2450-8187;Clinical Diabetology;Poland;False;;False;Medicine;0.0
14011;2543-5574;Marketing i Zarządzanie;Poland;False;;False;SocialSciences;0.0
14012;2450-8829;Journal of Management and Business Administration, Central Europe;Poland;False;;True;SocialSciences;0.0
14013;2450-9930;Ophthalmology Journal;Poland;False;;False;Medicine;0.0
14014;2353-3013;Acta Biologica;Poland;False;;False;Science;0.0
17690;2676-475X;مهندسی صنایع و مدیریت شریف;Iran;False;;True;Technology;0.0
14027;2543-7011;Czasopismo Naukowe Instytutu Studiów Kobiecych;Poland;False;;False;SocialSciences;0.0
14017;2719-4388;Acta Politica Polonica;Poland;False;;False;SocialSciences;0.0
14018;2451-1781;Open Information Science;Poland;False;;True;LIS;0.0
14019;2451-1846;Innowacje w Pielęgniarstwie i Naukach o Zdrowiu;Poland;False;;False;Medicine;0.0
14020;2451-2370;Econometric Research in Finance;Poland;False;;True;SocialSciences;0.0
14021;2451-2249;Journal of Geography, Politics and Society;Poland;False;;True;SocialSciences;0.0
14022;2543-6155;International Journal of Research in E-Learning;Poland;False;;False;Education;0.0
14023;2543-702X;Studia Historiae Scientiarum;Poland;False;;False;General;0.0
14024;2451-3431;Prawne Problemy Górnictwa i Ochrony Środowiska;Poland;False;;False;SocialSciences;0.0
14025;2451-3458;Open Economics;Poland;False;;True;SocialSciences;0.0
13951;2448-1998;Ethnoscientia;Brazil;False;;True;Science;0.0
13948;2448-0916;Cadernos Cajuína;Brazil;False;;False;SocialSciences;0.0
13860;2444-8788;European Journal of Family Business;Spain;False;;False;SocialSciences;0.0
13947;2448-0819;Porto das Letras;Brazil;False;;True;Humanities;0.0
13884;2177-7314;Mural Internacional;Brazil;False;;True;SocialSciences;0.0
13885;2446-6190;Esferas;Brazil;False;;False;Humanities;0.0
13886;2446-6549;InterEspaço;Brazil;False;;False;SocialSciences;0.0
13887;2446-6646;Revista Presença Geográfica;Brazil;False;;False;SocialSciences;0.0
13888;2446-6778;Revista Interdisciplinar Pensamento Científico;Brazil;False;;True;SocialSciences;0.0
13889;2446-6972;Revista de Estudos e Investigações Antropológicas;Brazil;False;;False;SocialSciences;0.0
13890;2359-0432;Revista de Gestão e Organizações Cooperativas;Brazil;False;;True;SocialSciences;0.0
13891;2446-7189;Revista de Estudos de Cultura;Brazil;False;;True;SocialSciences;0.0
13892;2446-7286;Revista Ciência Plural;Brazil;False;;False;Medicine;0.0
13893;2446-774X;Revista de Estudos e Pesquisas sobre Ensino Tecnológico;Brazil;False;;True;Education;0.0
13894;2446-7901;Revista Prevenção de Infecção e Saúde;Brazil;False;;True;Medicine;0.0
13895;2446-8088;Anamorphosis;Brazil;False;;True;Humanities;0.0
13896;2446-8215;Fronteiras & Debates;Brazil;False;;True;SocialSciences;0.0
13897;2446-8584;Revista Brasileira de Alfabetização;Brazil;False;;True;Education;0.0
13898;1982-5587;Revista Ibero-Americana de Estudos em Educação;Brazil;False;;False;Education;0.0
13899;2446-8622;Revista de Micro e Pequenas Empresas e Empreendedorismo da Fatec-Osasco;Brazil;False;;False;SocialSciences;0.0
13901;2446-9424;Revista Internacional de Educação Superior;Brazil;False;;True;Education;0.0
13902;2446-9513;Revista Eletrônica do Departamento de Ciências Contábeis & Departamento de Atuária e Métodos Quantitativos;Brazil;False;;False;SocialSciences;0.0
13903;2446-9580;Revista Produção e Desenvolvimento;Brazil;False;;True;SocialSciences;0.0
13904;2446-9696;InSitu: Revista Científica do Programa de Mestrado Profissional em Projeto, Produção e Gestão do Espaço Urbano;Brazil;False;;False;SocialSciences;0.0
13905;2447-018X;Conexões Culturais;Brazil;False;;False;Humanities;0.0
13883;2446-5992;Serviço Social & Saúde;Brazil;False;;False;SocialSciences;0.0
13882;2446-5763;South American Development Society Journal;Brazil;False;;False;SocialSciences;0.0
13881;2446-5682;Revista Enfermagem Digital Cuidado e Promoção da Saúde;Brazil;False;;True;Medicine;0.0
13870;2445-4109;Revista Educación, Política y Sociedad;Spain;False;;False;SocialSciences;0.0
13862;2444-9032;Nefrología Latinoamericana;Spain;False;;False;Medicine;0.0
13863;2445-0308;European Journal of Health Research;Chile;False;;False;Medicine;0.0
17715;2706-6274;International Review of Public Policy;France;False;;True;SocialSciences;0.0
13864;2444-9091;Vitruvio: International Journal of Architectural Technology and Sustainability;Spain;False;;False;Technology;0.0
13865;2444-9709;Spanish Journal of Marketing-ESIC;United Kingdom;False;;True;SocialSciences;0.0
13866;2445-2378;Mediterranea;Spain;False;;True;Humanities;0.0
13867;2445-2394;Vergentis. Revista de Investigación de la Cátedra Internacional Conjunta Inocencio III;Spain;False;;True;SocialSciences;0.0
13868;2445-2874;Pet Behaviour Science;Spain;False;;False;Science;0.0
13869;2445-3595;Studia Historica. Historia Medieval;Spain;False;;False;Humanities;0.0
13871;2445-8538;Studier i Læreruddannelse og -Profession;Denmark;False;;False;Education;0.0
13880;2446-5577;Revista Brasileira de Pesquisa em Ciências da Saúde;Brazil;False;;True;Medicine;0.0
13872;2446-0281;Tidsskrift for Professionsstudier;Denmark;False;;False;SocialSciences;0.0
13873;2446-175X;Fønix;Denmark;False;;False;Humanities;0.0
17714;2677-0660;RussianStudiesHu;Hungary;False;;False;Humanities;0.0
13874;2446-3051;Nordisk Tidsskrift for Kriminalvidenskab;Denmark;False;;False;SocialSciences;0.0
13875;2446-3620;Social Interaction;Denmark;False;;False;Humanities;0.0
13876;2446-4813;Saúde em Redes;Brazil;False;;True;Medicine;0.0
13877;2446-5240;Malala;Brazil;False;;False;Humanities;0.0
13878;2446-5496;Revista Desenvolvimento Socioeconômico em Debate;Brazil;False;;False;SocialSciences;0.0
13879;2446-5259;Revista de Direito Setorial e Regulatório;Brazil;False;;True;SocialSciences;0.0
13906;2447-0198;Revista Informação na Sociedade Contemporânea;Brazil;False;;False;Humanities;0.0
13907;2447-0228;ITEGAM-JETIA;Brazil;False;;True;Science;0.0
13908;2447-0740;Revista Geama;Brazil;False;;False;SocialSciences;0.0
13936;2447-7990;Revista Brasileira de Estudos Regionais e Urbanos;Brazil;False;;True;SocialSciences;0.0
13929;2447-6803;Reflexão;Brazil;False;;True;Humanities;0.0
13930;2447-7028;RCT: Revista de Ciência e Tecnologia;Brazil;False;;False;Science;0.0
13931;2447-7117;Revista da Tulha;Brazil;False;;False;Humanities;0.0
13932;2447-746X;Revista Iberoamericana do Patrimônio Histórico-Educativo;Brazil;False;;True;Humanities;0.0
13933;2447-780X;Revista do Instituto de Políticas Públicas de Marília;Brazil;False;;True;SocialSciences;0.0
17704;2676-7104;Frontiers in Health Informatics;Iran;False;;False;Medicine;0.0
13934;2447-7842;BiblioCanto;Brazil;False;;True;LIS;0.0
17703;2676-7007;Fuzzy Optimization and Modeling;Iran;False;;True;Science;0.0
13935;2447-7982;Publicum;Brazil;False;;False;SocialSciences;0.0
13938;2447-8288;Revista Internacional de Formação de Professores;Brazil;False;;False;Education;0.0
13927;2447-6498;Revista Interdisciplinar em Cultura e Sociedade;Brazil;False;;False;SocialSciences;0.0
17701;2783-0586;خانواده و پژوهش;Iran;False;;True;Education;0.0
13939;2447-9543;ALED;Brazil;False;;False;SocialSciences;0.0
17700;2676-6566;ادبیات و پژوهش‌های میان‌رشته‌ای;Iran;False;;True;Humanities;0.0
13941;2448-0266;Journal of Lean Systems;Brazil;False;;False;SocialSciences;0.0
13942;2448-0320;Educação em Análise;Brazil;False;;False;Education;0.0
13943;2448-0452;Revista Eletrônica Competências Digitais para Agricultura Familiar;Brazil;False;;True;Agriculture;0.0
13944;2448-0460;Baru;Brazil;False;;False;SocialSciences;0.0
13945;2448-0479;Revista Eletrônica Científica da UERGS;Brazil;False;;False;Science;0.0
13946;2448-0738;Pretextos;Brazil;False;;True;SocialSciences;0.0
13928;2447-6536;Revista de Direito da Faculdade Guanambi;Brazil;False;;False;SocialSciences;0.0
13926;2447-6447;Revista de História da Educação Matemática;Brazil;False;;False;Science;0.0
13909;2447-0783;Revista Ensino Interdisciplinar;Brazil;False;;True;Education;0.0
13917;2447-3359;Revista de Geociências do Nordeste;Brazil;False;;False;SocialSciences;0.0
13910;2447-3073;Mix Sustentável;Brazil;False;;True;Humanities;0.0
13911;2447-1267;Revista Apotheke;Brazil;False;;False;Humanities;0.0
17713;2498-6984;Turisztikai és Vidékfejlesztési Tanulmányok;Hungary;False;;False;SocialSciences;0.0
13912;2447-1313;Revista Visuais;Brazil;False;;False;Humanities;0.0
13914;2447-2123;Geriatrics, Gerontology and Aging;Brazil;False;;False;Medicine;0.0
17712;2677-0326;Central European Journal of Educational Research;Hungary;False;;True;Education;0.0
17711;2676-9506;Stadium;Hungary;False;;True;SocialSciences;0.0
13915;2447-2158;Khronos;Brazil;False;;False;Science;0.0
13916;2447-2689;REMAT;Brazil;False;;False;Science;0.0
13918;2447-3944;Revista Brasileira de Ensino Superior;Brazil;False;;True;Education;0.0
13925;2447-5777;Ensino & Multidisciplinaridade;Brazil;False;;True;Science;0.0
13919;2447-3529;Revista EntreLínguas;Brazil;False;;False;Humanities;0.0
13920;2447-4096;Guaju;Brazil;False;;True;SocialSciences;0.0
17708;2676-7511;پژوهش و نگارش کتب دانشگاهی (پیوسته);Iran;False;;True;Science;0.0
17707;2676-7414;Plant Biotechnology Persa;Iran;False;;True;Agriculture;0.0
13921;2447-4266;Revista Observatório;Brazil;False;;False;Humanities;0.0
17706;2645-4947;Chemical Review and Letters;Iran;False;;True;Science;0.0
13922;2447-4851;Revista Brasileira de Estudos Organizacionais;Brazil;False;;True;General;0.0
13923;2447-536X;Ornamental Horticulture;Brazil;False;;True;Agriculture;0.0
13924;2447-5467;Revista de Estudos Institucionais;Brazil;False;;True;SocialSciences;0.0
13644;2414-536X;Sultan Qaboos University Journal for Science;Oman;False;;True;Science;0.0
13641;2414-441X;Теория и практика переработки мяса;Russia;False;;True;Technology;0.0
14057;2452-5936;Revista de Educación Religiosa;Chile;False;;False;Humanities;0.0
13329;2397-3129;Discrete Analysis;United Kingdom;False;;True;Science;0.0
13304;2395-4469;Oncobiology and Targets;United States;False;;True;Medicine;0.0
13305;2454-2830;Journal of the Practice of Cardiovascular Sciences;India;False;;False;Medicine;0.0
13307;2395-8448;Política, Globalidad y Ciudadanía;Mexico;False;;False;SocialSciences;0.0
13308;2395-8715;Revista de Economía;Mexico;False;;False;SocialSciences;0.0
13309;2395-8979;CuidArte;Mexico;False;;False;Medicine;0.0
13310;2395-9061;Tecnología Educativa;Mexico;False;;False;Education;0.0
13311;2395-9185;Revista Interdisciplinaria de Estudios de Género de El Colegio de México;Mexico;False;;False;SocialSciences;0.0
13312;2448-7511;Bioethics Update;Spain;False;;False;Humanities;0.0
13313;2395-9495;Clivajes: Revista de Ciencias Sociales;Mexico;False;;False;SocialSciences;0.0
13314;2395-9835;Transitare;Mexico;False;;False;SocialSciences;0.0
13315;2395-9908;Mextesol Journal;Mexico;False;;False;Humanities;0.0
13316;2396-832X;Translational Medicine Communications;United Kingdom;True;1490 GBP;True;Medicine;0.0
17840;2688-8246;Improved Oil and Gas Recovery;United States;False;;True;Science;0.0
13318;2396-8923;Biology Methods & Protocols;United Kingdom;True;578 GBP;False;Science;0.0
13320;2396-9776;Veterinary Evidence;United Kingdom;False;;True;Agriculture;0.0
13321;2397-0642;Global Health Research and Policy;United Kingdom;False;;True;Medicine;0.0
13322;2397-0820;ARENA Journal of Architectural Research;United Kingdom;False;;True;Humanities;0.0
13323;2397-0863;MaHKUscript;United Kingdom;False;;True;Humanities;0.0
13324;2397-0928;The London Journal of Canadian Studies;United Kingdom;False;;True;Humanities;0.0
13325;2397-1290;Jewish Historical Studies: Transactions of the Jewish Historical Society of England;United Kingdom;False;;True;Humanities;0.0
13326;2397-1835;Glossa;United Kingdom;True;450 GBP;True;Humanities;0.0
13303;2395-3012;Cancer Translational Medicine;India;False;;False;Medicine;0.0
13301;2395-2296;International Journal of Educational and Psychological Researches;India;False;;False;Humanities;0.0
13300;2395-1680;ICTACT Journal on Microelectronics;India;False;;False;Technology;0.0
13288;2393-2384;EURINT;Romania;False;;True;Humanities;0.0
13276;2392-8875;Revista de Medicină Şcolară şi Universitară;Romania;False;;False;Medicine;0.0
13277;2392-845X;Romanian Journal of Applied Psychology;Romania;False;;True;Humanities;0.0
13278;2392-9472;Anastasis: Research in Medieval Culture and Art;Romania;False;;False;Humanities;0.0
13279;2393-1264;Social Sciences and Education Research Review;Romania;False;;False;SocialSciences;0.0
13282;2393-1140;Diacronia;Romania;False;;True;Humanities;0.0
13283;2393-1221;Studies in Visual Arts and Communication;Romania;False;;False;Humanities;0.0
13285;2783-9826;Romanian Intelligence Studies Review;Romania;False;;False;SocialSciences;0.0
13286;2393-1108;Romanian Journal of Medical and Dental Education;Romania;False;;True;Medicine;0.0
13287;2393-1795;Annals of Spiru Haret University Economic Series;Romania;False;;False;SocialSciences;0.0
13289;2393-3127;Ovidius University Annals: Economic Sciences Series;Romania;False;;False;SocialSciences;0.0
13299;2395-1664;ICTACT Journal on Management Studies;India;False;;False;SocialSciences;0.0
13290;2344-1887;Astra Salvensis;Romania;False;;False;Humanities;0.0
13291;2301-1254;Anales de la Facultad de Medicina;Uruguay;False;;True;Medicine;0.0
13292;2393-6797;Revista Uruguaya de Medicina Interna;Uruguay;False;;True;Medicine;0.0
13293;2393-6886;Revista Uruguaya de Antropología y Etnografía;Uruguay;False;;False;SocialSciences;0.0
13294;2394-2061;Open Journal of Psychiatry and Allied Sciences;India;False;;False;Medicine;0.0
13295;2394-3866;International Journal of Research and Innovations in Science and Technology;India;False;;True;Technology;0.0
13296;2395-0145;MAMC Journal of Medical Sciences;India;False;;False;Medicine;0.0
13297;2394-949X;Journal of Medical Sciences and Health;India;False;;False;Medicine;0.0
13298;2395-0684;Walawalkar International Medical Journal;India;False;;False;Medicine;0.0
13327;2397-2068;The Programming Historian;United Kingdom;False;;True;Science;0.0
13330;2397-3269;BMJ Open Ophthalmology;United Kingdom;True;1700 GBP;False;Medicine;0.0
13639;2414-3952;Ural Mathematical Journal;Russia;False;;True;Science;0.0
17837;2688-5999;Applied Economics Teaching Resources;United States;False;;False;SocialSciences;0.0
17814;2687-3788;Journal of Pedagogical Sociology and Psychology;Turkey;False;;True;Education;0.0
13359;2398-5992;Undergraduate Journal of Politics and International Relations;United Kingdom;False;;True;SocialSciences;0.0
17813;2687-3737;Journal of Tourism, Leisure and Hospitality;Turkey;False;;True;SocialSciences;0.0
17812;2687-2749;Oksident;Turkey;False;;False;Humanities;0.0
13362;2398-6786;Orbit;United Kingdom;False;;True;Humanities;0.0
13363;2398-7294;International Journal of Crowd Science;China;False;;True;Technology;0.0
13364;2398-7324;Precision Radiation Oncology;Australia;False;;False;Medicine;0.0
13365;2398-7685;Review of Irish Studies in Europe;Belgium;False;;False;Humanities;0.0
13366;2398-7723;AJIL Unbound;United Kingdom;False;;True;SocialSciences;0.0
13367;2398-8703;BMJ Open Science;United Kingdom;True;1500 GBP;False;Medicine;0.0
13368;2398-8819;Irish Journal of Occupational Therapy;United Kingdom;False;;True;Medicine;0.0
17811;2687-2390;Journal of Ekonomi;Turkey;False;;False;SocialSciences;0.0
13370;2398-9130;European Medical Journal Allergy & Immunology;United Kingdom;False;;False;Medicine;0.0
17810;2687-2110;Ebelik ve Sağlık Bilimleri Dergisi;Turkey;False;;False;Medicine;0.0
